,detection_strategy,detection_feature,detection_results,ground_truth,f1,delay,log_path,padrao_mudanca,tipo_mudanca,perspectiva,log_size,window_size_mode,window_size,window_ref_mode,overlap,sliding_step,margin_error,margin_error_corrected
414,time_series_strategy,cpd_prob_freq_delta,"[11, 20]","[10, 20]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
415,time_series_strategy,cramersv_frequency,"[10, 20]","[10, 20]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
416,threshold_strategy,cramersv_frequency,"[7, 20]","[10, 20]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
417,time_series_strategy,cpd_average_time_delta,"[8, 13, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
418,time_series_strategy,cpd_time_std_delta,"[8, 13, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
419,threshold_strategy,gtest_frequency,"[7, 20]","[10, 20]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
420,time_series_strategy,cpd_frequency_delta,"[11, 23]","[11, 23]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
421,time_series_strategy,cpd_prob_freq_delta,"[12, 23]","[11, 23]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
422,time_series_strategy,cramersv_frequency,"[11, 23]","[11, 23]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
423,threshold_strategy,cramersv_frequency,"[7, 23]","[11, 23]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
424,time_series_strategy,cpd_average_time_delta,"[8, 13, 23]","[11, 23]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
425,time_series_strategy,cpd_time_std_delta,"[8, 13, 23]","[11, 23]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
426,threshold_strategy,gtest_frequency,"[8, 23]","[11, 23]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
427,time_series_strategy,cpd_frequency_delta,"[11, 23]","[11, 23]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
428,time_series_strategy,cpd_prob_freq_delta,"[11, 23]","[11, 23]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
429,time_series_strategy,cramersv_frequency,"[10, 23]","[11, 23]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
430,threshold_strategy,cramersv_frequency,"[7, 23]","[11, 23]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
431,time_series_strategy,cpd_average_time_delta,"[8, 13, 23]","[11, 23]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
432,time_series_strategy,cpd_time_std_delta,"[8, 13, 23]","[11, 23]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
433,threshold_strategy,gtest_frequency,"[7, 23]","[11, 23]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
434,time_series_strategy,cpd_frequency_delta,"[11, 18]","[9, 18]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
435,time_series_strategy,cpd_prob_freq_delta,"[11, 18]","[9, 18]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
436,time_series_strategy,cramersv_frequency,"[10, 18]","[9, 18]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
437,threshold_strategy,cramersv_frequency,"[7, 18]","[9, 18]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
438,time_series_strategy,cpd_average_time_delta,"[8, 13, 18]","[9, 18]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
439,time_series_strategy,cpd_time_std_delta,"[8, 13, 18]","[9, 18]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
440,threshold_strategy,gtest_frequency,"[8, 18]","[9, 18]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
441,time_series_strategy,cpd_frequency_delta,"[8, 13, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
442,time_series_strategy,cpd_prob_freq_delta,"[12, 19]","[9, 19]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
443,time_series_strategy,cramersv_frequency,"[13, 19]","[9, 19]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
444,threshold_strategy,cramersv_frequency,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
445,time_series_strategy,cpd_average_time_delta,"[9, 14, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
446,time_series_strategy,cpd_time_std_delta,"[8, 13, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
447,threshold_strategy,gtest_frequency,"[12, 19]","[9, 19]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
448,time_series_strategy,cpd_frequency_delta,"[11, 18]","[9, 18]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
449,time_series_strategy,cpd_prob_freq_delta,"[12, 18]","[9, 18]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
450,time_series_strategy,cramersv_frequency,"[11, 18]","[9, 18]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
451,threshold_strategy,cramersv_frequency,"[9, 18]","[9, 18]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
452,time_series_strategy,cpd_average_time_delta,"[8, 13, 18]","[9, 18]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
453,time_series_strategy,cpd_time_std_delta,"[8, 13, 18]","[9, 18]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
454,threshold_strategy,gtest_frequency,"[9, 18]","[9, 18]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
455,time_series_strategy,cpd_frequency_delta,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
456,time_series_strategy,cpd_prob_freq_delta,"[12, 19]","[9, 19]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
457,time_series_strategy,cramersv_frequency,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
458,threshold_strategy,cramersv_frequency,"[8, 19]","[9, 19]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
459,time_series_strategy,cpd_average_time_delta,"[8, 13, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
460,time_series_strategy,cpd_time_std_delta,"[8, 13, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
461,threshold_strategy,gtest_frequency,"[9, 19]","[9, 19]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
462,time_series_strategy,cpd_frequency_delta,"[8, 14, 19, 24, 29, 34, 39]","[19, 39]",0.29,7.67,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
463,time_series_strategy,cpd_prob_freq_delta,"[14, 19, 39]","[19, 39]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
464,time_series_strategy,cramersv_frequency,"[8, 13, 18, 23, 28, 33, 39]","[19, 39]",0.29,7.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
465,threshold_strategy,cramersv_frequency,[39],"[19, 39]",0.0,,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
466,time_series_strategy,cpd_average_time_delta,"[8, 13, 18, 32, 39]","[19, 39]",0.4,7.75,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
467,time_series_strategy,cpd_time_std_delta,"[9, 21, 30, 39]","[19, 39]",0.5,7.67,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
468,threshold_strategy,gtest_frequency,[39],"[19, 39]",0.0,,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
469,time_series_strategy,cpd_frequency_delta,"[23, 30, 41]","[20, 41]",0.67,6.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
470,time_series_strategy,cpd_prob_freq_delta,"[22, 27, 41]","[20, 41]",0.67,4.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
471,time_series_strategy,cramersv_frequency,"[22, 41]","[20, 41]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
472,threshold_strategy,cramersv_frequency,"[20, 41]","[20, 41]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
473,time_series_strategy,cpd_average_time_delta,"[19, 24, 41]","[20, 41]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
474,time_series_strategy,cpd_time_std_delta,"[19, 41]","[20, 41]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
475,threshold_strategy,gtest_frequency,"[20, 41]","[20, 41]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
476,time_series_strategy,cpd_frequency_delta,"[21, 41]","[20, 41]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
477,time_series_strategy,cpd_prob_freq_delta,"[22, 41]","[20, 41]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
478,time_series_strategy,cramersv_frequency,"[21, 41]","[20, 41]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
479,threshold_strategy,cramersv_frequency,"[18, 41]","[20, 41]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
480,time_series_strategy,cpd_average_time_delta,"[18, 23, 41]","[20, 41]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
481,time_series_strategy,cpd_time_std_delta,"[18, 23, 41]","[20, 41]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
482,threshold_strategy,gtest_frequency,"[18, 41]","[20, 41]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
483,time_series_strategy,cpd_frequency_delta,"[22, 40]","[20, 40]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
484,time_series_strategy,cpd_prob_freq_delta,"[22, 40]","[20, 40]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
485,time_series_strategy,cramersv_frequency,"[21, 40]","[20, 40]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
486,threshold_strategy,cramersv_frequency,"[18, 40]","[20, 40]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
487,time_series_strategy,cpd_average_time_delta,"[19, 24, 40]","[20, 40]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
488,time_series_strategy,cpd_time_std_delta,"[19, 24, 40]","[20, 40]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
489,threshold_strategy,gtest_frequency,"[18, 40]","[20, 40]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
490,time_series_strategy,cpd_frequency_delta,"[22, 44]","[22, 44]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
491,time_series_strategy,cpd_prob_freq_delta,"[23, 44]","[22, 44]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
492,time_series_strategy,cramersv_frequency,"[21, 44]","[22, 44]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
493,threshold_strategy,cramersv_frequency,"[19, 44]","[22, 44]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
494,time_series_strategy,cpd_average_time_delta,"[19, 24, 44]","[22, 44]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
495,time_series_strategy,cpd_time_std_delta,"[19, 24, 44]","[22, 44]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
496,threshold_strategy,gtest_frequency,"[19, 44]","[22, 44]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
497,time_series_strategy,cpd_frequency_delta,"[22, 43, 48]","[24, 48]",0.67,10.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
498,time_series_strategy,cpd_prob_freq_delta,"[22, 48]","[24, 48]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
499,time_series_strategy,cramersv_frequency,"[21, 48]","[24, 48]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
500,threshold_strategy,cramersv_frequency,"[19, 48]","[24, 48]",1.0,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
501,time_series_strategy,cpd_average_time_delta,"[19, 48]","[24, 48]",1.0,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
502,time_series_strategy,cpd_time_std_delta,"[8, 18, 48]","[24, 48]",0.67,11.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
503,threshold_strategy,gtest_frequency,"[19, 48]","[24, 48]",1.0,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
504,time_series_strategy,cpd_frequency_delta,"[20, 25, 51]","[25, 51]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
505,time_series_strategy,cpd_prob_freq_delta,"[21, 51]","[25, 51]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
506,time_series_strategy,cramersv_frequency,"[19, 24, 51]","[25, 51]",0.67,3.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
507,threshold_strategy,cramersv_frequency,"[18, 51]","[25, 51]",1.0,7.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
508,time_series_strategy,cpd_average_time_delta,"[18, 23, 51]","[25, 51]",0.67,4.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
509,time_series_strategy,cpd_time_std_delta,"[18, 23, 51]","[25, 51]",0.67,4.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
510,threshold_strategy,gtest_frequency,"[18, 51]","[25, 51]",1.0,7.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
511,time_series_strategy,cpd_frequency_delta,"[21, 27, 39]","[19, 39]",0.67,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
512,time_series_strategy,cpd_prob_freq_delta,"[22, 39]","[19, 39]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
513,time_series_strategy,cramersv_frequency,"[21, 39]","[19, 39]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
514,threshold_strategy,cramersv_frequency,"[18, 39]","[19, 39]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
515,time_series_strategy,cpd_average_time_delta,"[18, 23, 39]","[19, 39]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
516,time_series_strategy,cpd_time_std_delta,"[18, 23, 39]","[19, 39]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
517,threshold_strategy,gtest_frequency,"[19, 39]","[19, 39]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise20_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
